Section,Region,District,Chiefdom,Location,Facility,Type,InCharge,Contact,Year,Month,AllOut,Suspected,Tested,Confirmed,Treated,Presumed,ThresholdAllOut,ThresholdSuspected,ThresholdTested,ThresholdConfirmed,ThresholdTreated,ThresholdPresumed,LowerBoundAllOut,UpperBoundAllOut,LowerBoundSuspected,UpperBoundSuspected,LowerBoundTested,UpperBoundTested,LowerBoundConfirmed,UpperBoundConfirmed,LowerBoundTreated,UpperBoundTreated
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,March,84,69,69,33,33,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,April,91,90,90,60,60,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,May,99,93,93,70,70,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,June,178,169,169,124,124,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,July,125,123,123,85,85,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,August,159,158,158,128,128,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,September,80,78,78,54,54,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,October,88,84,84,61,61,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,November,98,98,98,57,57,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Saama Sowunde MCHP,,,,2025,December,76,74,74,52,52,0,225.5,181.5,181.5,127.0,127.0,50,5.5,225.5,25.5,181.5,25.5,181.5,15.0,127.0,15.0,127.0
Surveillance,,,,,Bassaia MCHP,,,,2025,January,156,157,157,123,123,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,February,120,134,134,70,70,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,March,135,135,135,94,94,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,April,130,130,130,90,90,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,May,140,144,144,103,105,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,June,144,144,144,71,71,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,July,106,124,124,62,60,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,August,110,110,110,73,73,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,September,106,106,106,68,68,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,October,124,124,124,78,78,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,November,0,142,142,100,100,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bassaia MCHP,,,,2025,December,134,127,127,88,88,0,185.0,174.0,174.0,143.5,143.5,50,65.0,185.0,94.0,174.0,94.0,174.0,27.5,143.5,27.5,143.5
Surveillance,,,,,Bumbuna CHC,,,,2025,January,386,288,296,111,111,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,February,319,231,231,109,105,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,March,516,526,526,159,159,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,April,366,224,224,107,107,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,May,343,295,295,168,168,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,June,431,384,384,231,74,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,July,315,299,299,206,206,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,August,326,270,270,171,171,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,September,278,266,268,149,149,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,October,235,230,230,151,133,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,November,279,249,249,133,133,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Bumbuna CHC,,,,2025,December,378,361,216,160,160,0,492.5,529.0,401.0,228.0,253.5,50,208.5,492.5,81.0,529.0,129.0,401.0,76.0,228.0,25.5,253.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,January,153,327,285,174,178,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,February,141,154,0,0,154,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,March,181,99,99,35,35,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,April,170,148,148,78,78,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,May,20,275,275,161,161,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,June,34,251,0,0,0,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,July,23,230,230,90,105,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,August,20,235,235,154,59,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,September,24,313,318,177,169,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,October,30,178,178,80,178,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,November,20,181,181,78,78,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,Kemedugu MCHP,,,,2025,December,38,219,219,99,99,0,348.0,420.5,420.5,285.5,305.5,50,0,348.0,32.5,420.5,32.5,420.5,0,285.5,0,305.5
Surveillance,,,,,New Ferengbeya CHP,,,,2025,January,205,55,63,53,53,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,February,180,55,55,47,47,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,March,155,87,87,74,79,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,April,151,92,92,83,92,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,May,361,101,101,91,91,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,June,280,106,112,93,114,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,July,421,107,99,88,96,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,August,424,58,55,54,54,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,September,348,89,58,46,72,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,October,265,99,94,71,45,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,November,151,67,92,83,90,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,New Ferengbeya CHP,,,,2025,December,493,99,99,71,58,0,782.5,152.0,153.0,139.0,149.0,50,0,782.5,16.0,152.0,9.0,153.0,3.0,139.0,0,149.0
Surveillance,,,,,Mansumana CHP,,,,2025,January,112,89,89,59,59,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,February,105,100,105,74,79,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,March,107,74,74,42,42,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,April,53,43,43,30,30,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,May,131,115,115,77,77,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,June,125,69,56,32,45,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,July,114,91,91,71,71,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,August,107,84,84,56,56,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,September,92,83,83,63,63,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,October,132,126,107,107,107,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,November,160,153,153,122,122,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Mansumana CHP,,,,2025,December,197,187,187,159,159,0,169.5,190.5,163.0,183.5,183.5,50,69.5,169.5,18.5,190.5,35.0,163.0,0,183.5,0,183.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,January,67,114,114,81,81,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,February,105,100,97,74,79,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,March,118,121,121,80,82,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,April,70,95,95,68,68,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,May,80,114,114,90,44,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,June,0,117,117,86,49,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,July,90,111,111,77,77,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,August,110,149,147,114,55,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,September,167,167,167,130,130,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,October,122,149,149,119,119,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,November,75,130,130,109,109,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Warrima (Gbonkolenken) MCHP,,,,2025,December,163,116,116,91,84,0,192.5,201.5,196.5,165.0,170.5,50,4.5,192.5,61.5,201.5,64.5,196.5,29.0,165.0,6.5,170.5
Surveillance,,,,,Makonkorie CHP,,,,2025,January,159,75,75,57,57,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,February,194,125,124,90,90,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,March,160,79,79,62,62,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,April,206,109,109,83,83,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,May,212,143,143,113,113,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,June,325,219,219,170,96,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,July,169,96,96,71,35,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,August,172,116,116,89,0,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,September,138,94,94,79,79,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,October,194,122,122,96,96,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,November,120,78,78,57,57,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Makonkorie CHP,,,,2025,December,172,97,97,74,74,0,275.0,171.5,169.0,133.5,154.5,50,91.0,275.0,47.5,171.5,49.0,169.0,33.5,133.5,0,154.5
Surveillance,,,,,Mayepoh CHC,,,,2025,January,126,90,90,53,53,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,February,226,109,109,52,52,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,March,104,76,76,31,31,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,April,172,82,82,22,22,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,May,213,108,108,49,49,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,June,285,156,156,92,92,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,July,259,108,108,52,52,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,August,175,81,81,57,57,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,September,197,95,95,58,58,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,October,191,109,109,68,68,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,November,180,99,99,70,70,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Mayepoh CHC,,,,2025,December,136,81,81,54,54,0,307.0,149.5,149.5,92.0,92.0,50,91.0,307.0,41.5,149.5,41.5,149.5,28.0,92.0,28.0,92.0
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,January,173,173,173,141,141,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,February,179,179,179,165,165,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,March,160,160,160,137,137,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,April,395,170,170,144,98,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,May,179,179,179,158,0,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,June,344,181,181,160,70,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,July,117,145,145,132,132,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,August,331,180,180,159,104,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,September,176,136,136,103,78,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,October,164,164,164,110,65,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,November,147,147,147,113,113,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Petifu Mayepoh MCHP,,,,2025,December,130,170,130,106,106,0,587.5,207.5,227.0,228.0,225.5,50,0,587.5,131.5,207.5,99.0,227.0,44.0,228.0,0,225.5
Surveillance,,,,,Mabankra MCHP,,,,2025,January,147,147,147,140,140,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,February,139,139,139,125,0,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,March,0,0,0,0,0,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,April,138,138,138,119,14,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,May,140,139,139,136,137,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,June,122,123,123,117,117,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,July,87,88,83,83,83,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,August,120,120,120,120,120,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,September,119,119,119,119,119,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,October,124,124,124,124,124,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,November,109,109,109,109,109,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabankra MCHP,,,,2025,December,0,0,0,0,0,0,169.0,169.0,169.0,137.0,146.5,50,89.0,169.0,89.0,169.0,89.0,169.0,105.0,137.0,86.5,146.5
Surveillance,,,,,Mabarr Polie MCHP,,,,2025,January,223,205,185,112,132,0,300.0,306.5,306.5,146.5,160.5,50,252.0,300.0,238.5,306.5,238.5,306.5,62.5,146.5,44.5,160.5
Surveillance,,,,,Mabarr Polie MCHP,,,,2025,February,542,241,251,117,117,0,300.0,306.5,306.5,146.5,160.5,50,252.0,300.0,238.5,306.5,238.5,306.5,62.5,146.5,44.5,160.5
Surveillance,,,,,Mabarr Polie MCHP,,,,2025,March,281,281,281,137,137,0,300.0,306.5,306.5,146.5,160.5,50,252.0,300.0,238.5,306.5,238.5,306.5,62.5,146.5,44.5,160.5
Surveillance,,,,,Mabarr Polie MCHP,,,,2025,April,270,270,270,115,115,0,300.0,306.5,306.5,146.5,160.5,50,252.0,300.0,238.5,306.5,238.5,306.5,62.5,146.5,44.5,160.5
Surveillance,,,,,Mabarr Polie MCHP,,,,2025,May,277,277,277,94,94,0,300.0,306.5,306.5,146.5,160.5,50,252.0,300.0,238.5,306.5,238.5,306.5,62.5,146.5,44.5,160.5
